ID,Nome,Link Detalhes,Nome Petisco,Descricao,Endereco,Link Imagem
319614,Buteco do Rod,https://comidadibuteco.com.br/buteco/buteco-do-rod/,Canela di Butequêro,"Cambito suíno ao molho de cerveja preta, acima de uma polenta temperada com páprica defumada e espinafre, acompanhado de farofa panko com bacon, finalizado com queijo gouda derretidinho.","Rua José Moura Peçanha, 12 | Ouro Preto, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19150856/butecodorod_caneladebutequeiro_bh_2025_isaquerodrigues_unibh-8863-scaled.jpg
347129,Buteco Tô D’Boa,https://comidadibuteco.com.br/buteco/buteco-to-dboa/,Paleta Suína Mineira,"Paleta suína marinada com molho especial e cerveja preta, acompanhada de farofa de bacon crocante, banana-da-terra caramelizada e finalizada com cheiro-verde.","Avenida Virgílio de Melo Franco, 400 | Jardim Atlântico, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19151018/butecotodeboa_paletasuinamineira_bh_2025_isaquerodrigues_unibh-7945-scaled.jpg
0,Buteco’s Bar,https://comidadibuteco.com.br/buteco/3145-revision-v1/,Nuuuu…quebrou minha costelinha!,"Porpeta de costelinha com bacon assada, recheada com queijo minas, regada ao molho roti, em cama de canjiquinha, acompanhada de quiabo e molho pesto de couve e coentro.","Rua Ernesto Braga, 2 | Jardim Atlântico, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15050320/butecosbar_nuhrachouminhacostela_bh_2025_rodneycosta_unibh-8662-scaled.jpg
163174,Butiquim On Cê Tá?,https://comidadibuteco.com.br/buteco/butiquim-on-ce-ta/,Almôndega da Mamma Tereza,"Almôndega ao molho de tomate, recheada com queijo. Acompanha rodelas de pão francês.","Avenida Gen. Olímpio Mourão Filho, 754 | Itapoã, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15050251/butequimonceta_almodegadamammatereza_bh_2025_isaquerodrigues_unibh-9021-scaled.jpg
263870,Café Bahia,https://comidadibuteco.com.br/buteco/3147-revision-v1/,Trupiquei no Bahia,"Defumados de porco e carne de sol no feijão-vermelho, pelinha crocante, polentinha mineira e mostarda refogada.","Rua Tupis, 369 | Centro, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15050158/cafebahia_trupiqueinobahia_bh_2025_amandacantanhede_unibh-9006-scaled.jpg
59365,Café Palhares,https://comidadibuteco.com.br/buteco/3149-revision-v1/,Polpeta de Berinjela com Dois Queijos,"Polpetas de berinjela com queijo parmesão, muçarela, manjericão e salsinha. Servidas com pasta de grão-de-bico.","Rua dos Tupinambás, 638 | Centro, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15050219/cafepalhares_polpetadeberingelacomdoisqueijos_bh_2025_fernandaoliveira_unibh-8289-scaled.jpg
456409,Camisola Bar,https://comidadibuteco.com.br/buteco/camisola-bar/,Costela Mineira,"Costela de boi cozida na cerveja preta, acompanhada com um purê de mandioca com queijo.","Rua Luther King, 242 | Cidade Nova, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19151142/camisola_costelamineira_bh_2025_rodneycosta_unibh-7449-scaled.jpg
211836,Canela Amarela,https://comidadibuteco.com.br/buteco/canela-amarela/,Bola na Rede,"Almôndegas bovinas sobre a cama de creme de queijos, acompanhadas de torradas de pão de alho e finalizada com tomatinho e manjericão. Acompanha molho da casa.","Praça Leonardo Gutierrez, 195 | Gutierrez, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19151248/canelaamarela_bolanarede_bh_2025_isaquerodrigues_unibh-9287-scaled.jpg
410522,Cantina Arte Quintal,https://comidadibuteco.com.br/buteco/cantina-arte-quintal/,Fraldinha Assada na Cachaça e Cerveja,"Fraldinha assada flambada na cachaça e cerveja com calda de maracujá, farofa de alho-poró e banana frita curtida ao bacon.","Rua Realengo, 150 | Caiçara, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19151606/cantinaartequinta_fraudinhaacachacaecerveja_bh_2025_isaquerodrigues_unibh-7690-scaled.jpg
348847,Cantinho da Baiana,https://comidadibuteco.com.br/buteco/cantinho-da-baiana/,Mineirou nos 25,"Tiras de galeto, envoltas em casquinha crocante de queijo parmesão. Acompanhados por creme de bacon crispy.","Avenida Itaité, 422 | São Geraldo, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19151713/cantinhodabaianamineirounos25_bh_2025_rodneycosta_unibh-8748-scaled.jpg
157176,Casa da Madrinha,https://comidadibuteco.com.br/buteco/casa-da-madrinha/,Bem Mineiro,Polenta crocante com ragu de frango com quiabo e o toque inconfundível do queijo minas.,"Avenida Barbacena, 212 | Barro Preto, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19151819/casadamadrinha_bemmineiro_bh_2025_amandacantanhede_unibh-8867-scaled.jpg
107170,Cervejaria Pajé,https://comidadibuteco.com.br/buteco/cervejaria-paje/,XUKURU KARIRI,"Amassado de mandioca amarela, temperada e recheada com bacon e queijo, acompanhado de calda de abacaxi ‘smooth Cayenne’ e molho ‘Buffalo’ picante.","Avenida Capim Branco, 419 | Vista Alegre, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19151930/cervejariapaje_xukurukariri_bh_2025_mylenaizis_unibh-8027-scaled.jpg
219033,Chapa Mágica,https://comidadibuteco.com.br/buteco/chapa-magica/,Incangado de inhame com bacon dona Biu,Purê de inhame com bacon.,"Avenida Waldomiro Lobo, 305 | Guarani, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152044/chapamagica_incangadodeihameebancondadonabiu_bh_2025_amandacantanhede_unibh-8830-scaled.jpg
0,Choperia América Norte Sul,https://comidadibuteco.com.br/buteco/choperia-america-norte-sul/,Tira gosto escondido,"Pastel recheado com carne bovina defumada e desfiada, muçarela, palmito, cebola, azeitona, requeijão. Acompanha molho da casa e salada de agrião e tomate.","Rua Chico Rei, 190 | Estrela do Oriente, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15050104/americanorteesul_tiragostoescondido_bh_2025_rodneycosta_unibh-7408-scaled.jpg
94355,Chopp da Esquina,https://comidadibuteco.com.br/buteco/chopp-da-esquina/,Rolê do Chopp,"Bife a rolê, acompanha farofa de torresmo.","Rua Garret, 263 | Nova Granada, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152143/choppdaesquina_roledochopp_bh_2025_isaquerodrigues_unibh-8826-scaled.jpg
394760,Companhia do Dino,https://comidadibuteco.com.br/buteco/companhia-do-dino/,Barriga do Dino,Barriga frita com geleia de pimenta e mandioca na manteiga de garrafa.,"Avenida Joaquim Clemente, 682 | Floramar, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15050131/companhiadodino_barrigadodinoc_bh_2025_rodneycosta_unibh-7498-scaled.jpg
87868,Conectados Bar,https://comidadibuteco.com.br/buteco/conectados-bar/,"Ajoelhou, vai ter que rezar!","Cozido de joelho de porco e pernil com especiarias, servido sobre creme de mandioca ao alho, acompanhado de farofa de milho amanteigado e banana-da-terra.","Avenida Francisco Sá, 280 | Prado, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152240/conectadosbar_ajoelhouvaiterquerezar_bh_2025_amandacantanhede_unibh-8227-scaled.jpg
432098,COSMOS,https://comidadibuteco.com.br/buteco/cosmos/,Meteoro – Explosão de sabores,"Tiras de picanha, alcatra e maminha ao molho de cerveja preta, com batata tipo chips e creme de alho.","Avenida Vicente Risola, 1305 | Santa Inês, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15050033/cosmos_meteoroexplosaodesabores_bh_2025_rodneycosta_unibh-7483-scaled.jpg
222643,Deck Boi na Brasa,https://comidadibuteco.com.br/buteco/deck-boi-na-brasa/,Tulipa do Cheff,"Tulipas de frango assadas na brasa, envolvidas em um molho agridoce da casa com um toque de goiabada, servidas com minibatatas rústicas e banana-da-terra mini fritas, regadas ao molho de ervas.","Rua Desembargador José Satyro, 302 | Castelo, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152342/deckboinabrasa_tulipadochefe_bh_2025_isaquerodrigues_unibh-9360-scaled.jpg
51042,Dona Dora,https://comidadibuteco.com.br/buteco/dona-dora/,Boleco (Bolo di Buteco),"Purê rústico de mandioca com ragu de alcatra, fonduta de queijo canastra e crispy de couve.","Rua Rio de Janeiro, 1205 | Centro, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152435/donadora_boleco_bolodecuteco_bh_2025_rodneycosta_unibh-8708-scaled.jpg
358265,Dona Ju Gastro Bar,https://comidadibuteco.com.br/buteco/dona-ju-gastro-bar/,Jú-elhoo,"Joelho de porco marinado em especiarias, cozido na cerveja e acompanhado de angu de milho verde e couve passada no azeite. E ambrosia de sobremesa para comemorar os 25 anos do CDB.","Estrada dos Borges, 1520 | Jardim Vitória, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152529/donajugastro_ju-elho_bh_2025_rodneycosta_unibh-7719-scaled.jpg
319663,Dona Suica,https://comidadibuteco.com.br/buteco/3157-revision-v1/,Prata da Casa,"Sobrecoxa desossada e assada, polenta de milho verde com bacon e queijo e farofinha com quiabo grelhado.","Rua João Samaha, 390 | São João Batista (Venda Nova), Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045850/donasuica_pratodacasa_bh_2025_mylenaizis_unibh-9180-scaled.jpg
443093,Ember BBQ,https://comidadibuteco.com.br/buteco/ember-bbq/,Cupim Sertanejo,"Cupim defumado em lenha de macieira. Servido sobre angu de milho verde com queijo minas, acompanhado de couve crispy e pimenta jalapeño.","Rua São Romão, 460 | São Pedro, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045825/embeer_cupimsertanejo_bh_2025_isaquerodrigues_unibh-7851-scaled.jpg
313550,Espetinho do Boi,https://comidadibuteco.com.br/buteco/espetinho-do-boi/,Brigadeiro do Boi,Almôndega selada no forno com cobertura de queijo ao molho especial.,"Rua Professor Tristão da Cunha, 183 – Planalto, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152726/espetinhodoboi_brigadeirodoboi_bh_2025_rodneycosta_unibh-8501-scaled.jpg
